move_id,move_num,character_id,move_category_id,move_name,move_name_kana,command,startup_frame,active_frame,hit_frame,block_frame,attribute,effect_id_1,effect_id_2,effect_id_3,effect_id_4,effect_id_5,remarks_1,remarks_2,remarks_3,remarks_4,remarks_5
01597,132,120,006,形貫き,かたぬき,相手に接近してwr,12,12 - 14,D,0,投げ(上),1,7,,,,投げ抜けlp(orrp),,,,
01598,133,120,006,蜘蛛絡み,くもがらみ,相手に左側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けlp,,,,
01599,134,120,006,風車,かざぐるま,相手に右側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),7,,,,,投げ抜けrp,,,,
01600,135,120,006,十字背落とし,じゅうじせおとし,相手に背後から接近してwl(orwr),12,12 - 14,D,,投げ(上),7,,,,,投げ抜け不能,,,,
01601,136,120,006,白山,はくざん,相手に接近してfcij,12,12 - 12,D,-6,投げ(上),7,,,,,投げ抜けrp,,,,
01602,137,120,006,理合,りあい,相手に接近してfjwp,12,12 - 12,D,-6,投げ(上),,,,,,投げ抜けwp,,,,
01603,138,120,006,逆さ竜胆,さかさりんどう,しゃがんだ状態でbcwp,14,14 - 15,D,-6,投げ(上),,,,,,投げ抜けwp,,,,
01604,139,120,006,月読,つくよみ,出雲中にwl(orwr),14,14 - 14,D,-6,投げ(上),,,,,,投げ抜けwp,ヒット時に体力回復し風間の神気が増加,,,
01605,140,120,007,水鏡,みかがみ,相手の攻撃に合わせてbawl(bawr),,,D,,投げ,,,,,,,,,,
01606,141,120,007,天照,あまてらす,相手の下段攻撃に合わせてfowk,,,D,,投げ,,,,,,体力回復,ヒット時に体力回復し風間の神気が増加,,,
01607,142,120,007,下段捌き,げだんさばき,相手の下段攻撃に合わせてcm,,,TR,,,2,,,,,,,,,
01608,143,120,007,御留投げ,おとめなげ,相手の投げ技に合わせてfowk,,,D,,投げ,,,,,,体力回復,ヒット時に体力回復し風間の神気が増加,,,
01609,1,130,163,ヒート中にできること１（共通）,,すべての攻撃に「ガードさせると削りダメージを与える」効果がつく,,,,,,,,,,,削りダメージではK.O.できない,削りダメージは回復可能ゲージになる,,,
01610,2,130,163,ヒート中にできること２（共通）,,コンボや攻めの起点となる「ヒートダッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート発動技が相手に触れるまでdk(orLB)を入力,ガード時削りダメージを上乗せ,,,
01611,3,130,163,ヒート中にできること３（共通）,,ダメージの高い大技「ヒートスマッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート状態でLB(orij),,,,
01612,4,130,163,ヒート中にできること４（固有）,,デビルの力を使う新しい技が使用可能,,,,,,,,,,,lplprpdk、uk、fontcrfcrklplpなど,,,,
01613,5,130,163,ヒート中にできること５（固有）,,最速風神拳が最速入力以外でも使用可能,,,,,,,,,,,fontcrfcrp,,,,
01614,6,130,001,ヒートバースト,,ヒート発動可能状態でij,16,16 - 16,2,1,中,8,3,,,,ヒート状態の残り時間を消費する,ijbabaで攻撃をキャンセル,,,
01615,7,130,001,六腑凶襲拳,ろっぷきょうしゅうけん,fclprp,15,15 - 16,9,0,中上,5,,,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01616,8,130,001,轟墜拳,ごうついけん,bclprp,13,13 - 14,D,-19,中中,6,5,,,,ガード時削りダメージあり,ヒット時ヒート状態の残り時間回復,ヒート発動時デビル状態へ,,
01617,9,130,001,刃閃風,じんせんぷう,bark,17,17 - 18,16,-5,上,6,5,1,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01618,10,130,001,蜘蛛切,くもきり,bawp,22,22 - 22,5,-8,中,5,,,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01619,11,130,001,デビルフィスト,,fodkrp,16,16 - 16,D,-9,中,6,5,,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01620,12,130,001,オメガディザスター,,ヒート状態でij,18,18 - 18,D,-14,下中中中,,,,,,ヒートスマッシュ,ヒット時投げへ,,,
01621,13,130,002,デモニックカタストロフィ,,レイジ状態でfcwp,20,20 - 20,D,-15,中,3,4,,,,レイジアーツ,ヒット時相手の回復可能ゲージを消す,,,
01622,14,130,003,閃光烈拳,せんこうれっけん,lplprp,10,10 - 10,D,-17,上上中,,,,,,,,,,
01623,15,130,003,弐門拳,にもんけん,lprp,10,10 - 10,8,-3,,,,,,,,,,,
01624,16,130,003,鬼哭連拳,きこくれんけん,lprprp,10,10 - 10,4,-12,上上上,,,,,,,,,,
01625,17,130,003,双殴爆髄蹴,そうおうばくずいしゅう,lprp【rplk】,10,10 - 10,6,-9,上上中,,,,,,,,,,
01626,18,130,003,双殴両刃,そうおうりょうは,lprprklk,10,10 - 10,D,-2,上上下中,,,,,,,,,,
01627,19,130,003,二重裏拳,ふたえうらけん,rprp,12,12 - 12,7,-8,上中,,,,,,,,,,
01628,20,130,003,貫乱烈洸,かんらんれっこう,lklprk,14,14 - 14,8,-6,上上中,,,,,,lklpcmで風神ステップへ,,,,
01629,21,130,003,閃烈脚,せんれつきゃく,rk,12,12 - 12,2,-9,上,,,,,,,,,,
01630,22,130,003,破砕蹴,はさいしゅう,【rklk】,31,31 - 33,-1,-10,中,7,,,,,or 立ち途中に【rklk】,,,,
01631,23,130,003,絶影拳,ぜつえいけん,wp,12,12 - 12,D,-13,中,6,,,,,,,,,
01632,24,130,003,心中突き,しんちゅうづき,forp,20,20 - 20,D,-12,中,6,2,3,,,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,,,,
01633,25,130,003,鬼蹴り,おにげり,folk,17,17 - 18,5,-13,中,,,,,,,,,,
01634,26,130,003,右踵落とし,みぎかかとおとし,fork,19,19 - 20,7,4,中,8,,,,,空中ヒット時FB,,,,
01635,27,130,003,魔神閃焦拳,まじんせんしょうけん,fowp,25,25 - 25,D,-9,中,6,,,,,パンチ捌き効果あり,,,,
01636,28,130,003,六腑凶襲拳,ろっぷきょうしゅうけん,fclprp,15,15 - 16,9,0,中上,5,8,,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01637,29,130,003,六腑獄葬拳,ろっぷごくそうけん,fclpcmrp,15,15 - 16,18,-8,中中,6,8,2,,,,,,,
01638,30,130,003,六腑閃烈脚,ろっぷせんれつきゃく,fclprk,15,15 - 16,D,-11,中上,6,,,,,,,,,
01639,31,130,003,忌怨拳,きえんけん,fcrp,14,14 - 14,5,-12,中,1,,,,,,,,,
01640,32,130,003,胸尖刃肘,きょうせんじんちゅう,fclklp,18,18 - 19,15,-6,中上,6,,,,,,,,,
01641,33,130,003,胸尖双突,きょうせんそうとつ,fclkrplp,18,18 - 19,D,-14,中中中,6,2,,,,,,,,
01642,34,130,003,胸尖双獄突,きょうせんそうごくとつ,fclkrplpホールド,18,18 - 19,D,11,中中中,6,2,,,,ガード時削りダメージあり,,,,
01643,35,130,003,踵切り,かかとぎり,fcrkrk,13,13 - 14,0,-15,中中,8,,,,,,,,,
01644,36,130,003,凶撃轟墜拳,きょうげきごうついけん,fcwklprp,18,18 - 18,D,-19,中上中中,6,,,,,ガード時削りダメージあり,,,,
01645,37,130,003,捻り裏拳,ねじりうらけん,crwp,23,23 - 23,3,-14,下中,8,,,,,crwpahでキャンセルしてしゃがみへ,,,,
01646,38,130,003,轟墜拳,ごうついけん,bclprp,13,13 - 14,D,-19,中中,6,5,,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01647,39,130,003,獅子切り包丁,ししきりぼうちょう,bcrp,20,20 - 20,7,-9,下,8,,,,,空中ヒット時FB,ガード時KS,,,
01648,40,130,003,地背脚,ちはいきゃく,bclk,19,19 - 20,-1,-12,下,,,,,,,,,,
01649,41,130,003,腿砕き,たいくだき,bcrk,20,20 - 21,4,-12,下,,,,,,,,,,
01650,42,130,003,速疾號打,そくしつごうだ,balprp,11,11 - 12,D,-14,上中,6,,,,,,,,,
01651,43,130,003,断髄雷斬波,だんずいらいざんは,barprpwp,14,14 - 15,D,-8,中中上,6,,,,,ガード時削りダメージあり,,,,
01652,44,130,003,魔神連震殴打,まじんれんしんおうだ,barprklp,14,14 - 15,D,-14,中上中中,6,,,,,,,,,
01653,45,130,003,魔神烈衝拳,まじんれっしょうけん,balklprklp,18,18 - 19,D,-14,上上下中,6,,,,,,,,,
01654,46,130,003,魔神烈衝砕,まじんれっしょうさい,balklprklk,18,18 - 19,1,-13,上上下下,,,,,,,,,,
01655,47,130,003,刃閃風,じんせんぷう,bark,17,17 - 18,16,-5,上,6,5,1,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01656,48,130,003,蜘蛛切,くもきり,bawp,22,22 - 22,5,-8,中,5,,,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01657,49,130,003,真・鬼神滅裂,しん・きじんめつれつ,bauk,63,63 - 64,D,,ガード不能,,,,,,,,,,
01658,50,130,003,インフェルノ,,bjwp,41,41 - 56,D,-15,上,6,,,,,ガード時削りダメージあり,,,,
01659,51,130,003,雷塵裏拳,らいじんうらけん,fjlp,20,20 - 20,3,-7,中,,,,,,orjulp,,,,
01660,52,130,003,烈火脚,れっかきゃく,fjlk,19,19 - 20,D,-9,中,6,,,,,orjulk,,,,
01661,53,130,003,螺旋幻魔脚,らせんげんまきゃく,fjrkrkrkrk,25,25 - 27,D,-23,中下下中,6,,,,,orjurkrkrkrk,,,,
01662,54,130,003,ディレイライジングトゥーキック,,fjntrk,23,23 - 25,浮,-13,中,,,,,,,,,,
01663,55,130,003,霧足,きりあし,font,,,,,,,,,,,fontcmで風神ステップへ,,,,
01664,56,130,003,デビルフィスト,,fodkrp,16,16 - 16,D,-9,中,6,5,,,,ガード時削りダメージあり,ヒート発動時デビル状態へ,,,
01665,57,130,003,左踵落とし,ひだりかかとおとし,fodklk,20,20 - 22,浮,-3,中,,,,,,空中ヒット時FB,ガード時KS,,,
01666,58,130,003,魔鐘楼,ましょうろう,fodkrk,17,17 - 18,5,-9,中,,,,,,,,,,
01667,59,130,003,空斬脚,くうざんきゃく,fofodklk,22,22 - 25,D,6,中,6,,,,,ガード時削りダメージあり,,,,
01668,60,130,003,１０連コンボ（１）,１０れんコンボ（１）,fofontrplprprplkrkrklkrplp,12,12 - 12,,,上上上上上中下下中 ガード不能,,,,,,,,,,
01669,61,130,003,１０連コンボ（２）,１０れんコンボ（２）,fofontrplprkrkrprklkrplp,12,12 - 12,,,上上中中 特殊下段 中下中 ガード不能,,,,,,,,,,
01670,62,130,004,気合溜め,きあいだめ,all,,,,,,,,,,,効果持続中はガードできない/自動カウンターヒット,,,,
01671,63,130,022,風神ステップ,ふうじんすてっぷ,fontcrfc,,,,,,,,,,,,,,,
01672,64,130,022,雷神拳,らいじんけん,fontcrfclp,20,20 - 22,D,-16,中,2,,,,,,,,,
01673,65,130,022,風神拳,ふうじんけん,fontcrfcrp,11,11 - 12,浮,-10,上,,,,,,ヒート状態持続中は最速風神拳に変化(ヒート状態の残り時間を消費する),,,,
01674,66,130,022,最速風神拳,さいそくふうじんけん,fontcrfcrp(fcとrp同時押し),11,11 - 12,浮,5,上,,,,,,ガード時削りダメージあり,,,,
01675,67,130,022,迅烈脚,じんれつきゃく,fontcrfclk,18,18 - 27,D,-9,上,6,,,,,ガード時削りダメージあり,,,,
01676,68,130,022,奈落旋風,ならくせんぷう,fontcrfcrklp,16,16 - 16,D,-23,下中,6,,,,,,,,,
01677,69,130,022,奈落幻魔,ならくげんま,fontcrfcrkrk,16,16 - 16,D,-23,下上,6,,,,,,,,,
01678,70,130,022,奪命拳,だつめいけん,fontcrfcwp,24,24 - 24,D,5,中,6,2,,,,ガード時削りダメージあり,,,,
01679,71,130,005,ダブルアッパー,,立ち途中にlprp,13,13 - 14,TR,-12,中中,2,,,,,,,,,
01680,72,130,005,魔神拳,まじんけん,立ち途中にrp,16,16 - 17,崩,-18,中,1,,,,,,,,,
01681,73,130,005,怨月旋,えんげつせん,立ち途中にlk,21,21 - 23,D,-5,中,6,1,,,,,,,,
01682,74,130,005,踵落とし,かかとおとし,立ち途中にrkrk,11,11 - 12,0,-15,中中,8,,,,,空中ヒット時FB,,,,
01683,75,130,005,風塵裏拳,ふうじんうらけん,立ち途中にwp,13,13 - 14,8,-9,中,,,,,,,,,,
01684,76,130,005,螺旋岩砕蹴,らせんがんさいしゅう,しゃがんだ状態でfcwk,23,23 - 23,崩,-11,中,,,,,,空中ヒット時FB,ガード時KS,,,
01685,77,130,009,爆髄蹴,ばくずいしゅう,横移動中にlk,23,23 - 23,D,-7,中,6,,,,,,,,,
01686,78,130,009,撥蜷局,はねとぐろ,横移動中にrklp,15,15 - 15,D,-13,中中,6,,,,,,,,,
01687,79,130,009,破軍,はぐん,横移動中にwp,19,19 - 20,D,5,上,1,,,,,ガード時削りダメージあり,横移動中にwpcmで風神ステップへ,,,
01688,80,130,041,デビルブレイク,,デビル状態でlplprpdk,10,10 - 10,D,-17,上上中 投げ,,,,,,ヒート状態の残り時間を消費する,地上ヒット時投げへ,,,
01689,81,130,041,デビルブラスター,,デビル状態でwk,60,60 - 90,D,,ガード不能,6,,,,,ヒート状態の残り時間を消費する,,,,
01690,82,130,041,ロアーオブザデビル,,デビル状態でuk,21,21 - 31,D,-9,中,2,3,,,,or デビル状態で立ち途中にuk,ヒート状態の残り時間を消費する,防御行動貫通効果あり,相手の攻撃を受け止めるとパワーアップ,
01691,83,130,041,デビルインパクト,,デビル状態でbcwk,24,24 - 24,2,-19,下,,,,,,ヒート状態の残り時間を消費する,bcwkcmで風神ステップへ,空中ヒット時FB,ガード時KS,
01692,84,130,041,インフェルノ,,デビル状態でbjwp,41,41 - 56,D,,ガード不能,6,,,,,ヒート状態の残り時間を消費する,,,,
01693,85,130,041,エアインフェルノ,,デビル状態でjuwp,18,18 - 35,D,,上,,,,,,ヒート状態の残り時間を消費する,,,,
01694,86,130,041,デビルトランプル,,デビル状態でfjlpヒット or ガード時lk,20,20 - 20,D,-9,中中,6,,,,,or デビル状態でjulpヒット or ガード時lk,ヒート状態の残り時間を消費する,ヒット時ヒート状態の残り時間回復,,
01695,87,130,041,カオスインフェルノ,,デビル状態でfodkrp,16,16 - 16,D,-9,中 投げ,,,,,,正面ヒット時投げへ(ヒート状態の残り時間を消費する、ヒートダッシュ発動時とfodkrpahは移行しない),,,,
01696,88,130,041,ダムネイション,,デビル状態でfontcrfclp,20,20 - 22,D,-16,中 投げ,7,2,,,,ヒット時投げへ(ヒート状態の残り時間を消費する、fontcrfclpahで移行しない),,,,
01697,89,130,041,テンペストブラスター,,デビル状態でfontcrfclk,18,18 - 27,D,6,上 投げ,,,,,,ヒート状態の残り時間を消費する,正面ヒット時投げへ,ガード時削りダメージあり,fontcrfclkahで移行しない,
01698,90,130,041,アビスダムネイション,,デビル状態でfontcrfcrklplp,16,16 - 16,D,-23,下中中 投げ,7,,,,,ヒート状態の残り時間を消費する,ヒット時投げへ(fontcrfcrklplpahで移行しない),,,
01699,91,130,041,デビルツイスター,,デビル状態で横移動中にrp,17,17 - 18,浮,-15,中,2,,,,,ヒート状態の残り時間を消費する,,,,
01700,92,130,011,(共通動作)横転,おうてん,ダウン中にlp,,,,,,,,,,,orcrlp,,,,
01701,93,130,011,(共通動作)起き上がり下段キック,おきあがりげだんキック,ダウン中にlk,22,22 - 22,7,-9,下,,,,,,or 横転中にlkor 前転中にlk,,,,
01702,94,130,011,(共通動作)起き上がり中段キック,おきあがりちゅうだんキック,ダウン中にrk,22,22 - 22,9,-9,中,,,,,,or 横転中にrkor 前転中にrk,,,,
01703,95,130,011,(共通動作)スプリング攻撃,スプリングこうげき,仰向けダウン中にwk,19,19 - 30,5,-22,中,,,,,,or 横転中にwk,,,,
01704,96,130,011,(共通動作)牽制キック,けんせいキック,仰向けダウン中にcrlk,13,13 - 13,-3,-18,下,,,,,,orcrrk,,,,
01705,97,130,011,(共通動作)後方起き上がり,こうほうおきあがり,ダウン中にah,,,,,,,,,,,,,,,
01706,98,130,011,(共通動作)その場起き上がり,そのばおきあがり,ダウン中にwu,,,,,,,,,,,orzb,,,,
01707,99,130,011,(共通動作)前転,ぜんてん,仰向けダウン中にdk,,,,,,,,,,,,,,,
01708,100,130,011,(共通動作)起き上がりクロスチョップ,おきあがりクロスチョップ,前転中にwp,19,19 - 24,D,2,中,6,,,,,,,,,
01709,101,130,006,旋蹴り,つむじげり,相手に接近してwl,12,12 - 14,D,0,投げ(上),1,,,,,投げ抜けlp(orrp),,,,
01710,102,130,006,雷光墜,らいこうつい,相手に接近してwr,12,12 - 14,D,0,投げ(上),1,7,,,,投げ抜けlp(orrp),,,,
01711,103,130,006,鐘楼落とし,しょうろうおとし,相手に左側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),7,,,,,投げ抜けlp,,,,
01712,104,130,006,頭蓋砕き,ずがいくだき,相手に右側面から接近してwl(orwr),12,12 - 14,D,-3,投げ(上),,,,,,投げ抜けrp,,,,
01713,105,130,006,背落とし,せおとし,相手に背後から接近してwl(orwr),12,12 - 14,D,,投げ(上),7,,,,,投げ抜け不能,,,,
01714,106,130,006,超ぱちき,ちょうぱちき,相手に接近してfjwp,12,12 - 12,D,0,投げ(上),,,,,,投げ抜けwp,,,,
01715,107,130,006,地獄門,じごくもん,しゃがんだ状態でbcwp,12,12 - 12,D,-3,投げ(上),,,,,,投げ抜けwp,,,,
01716,108,130,007,下段捌き,げだんさばき,相手の下段攻撃に合わせてcm,,,TR,,,2,,,,,,,,,
01717,109,130,008,震撃,しんげき,(相手ダウン中に)crwk,23,23 - 23,D,-12,下,,,,,,,,,,
01718,110,130,008,グランドインフェルノ,,(相手ダウン中に)デビル状態でbcwp,24,24 - 29,D,-13,下,,,,,,ヒート状態の残り時間を消費する,,,,
01719,1,140,164,ヒート中にできること１（共通）,,すべての攻撃に「ガードさせると削りダメージを与える」効果がつく,,,,,,,,,,,削りダメージではK.O.できない,削りダメージは回復可能ゲージになる,,,
01720,2,140,164,ヒート中にできること２（共通）,,コンボや攻めの起点となる「ヒートダッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート発動技が相手に触れるまでdk(orLB)を入力,ガード時削りダメージを上乗せ,,,
01721,3,140,164,ヒート中にできること３（共通）,,ダメージの高い大技「ヒートスマッシュ」を発動可能(発動後ヒート終了),,,,,,,,,,,ヒート状態でLB(orij),,,,
01722,4,140,164,ヒート中にできること４（固有）,,パワーアップしたジャガースプリントが使用可能,,,,,,,,,,,fowkなど,ジャガースプリント中にlp,ジャガースプリント中にrp,,
01723,5,140,164,ヒート中にできること５（固有）,,特定の投げ技でヒート状態の残り時間回復可能,,,,,,,,,,,fofodkwr,crbcbawp,fobabccrfcfolpなど,,
01724,6,140,001,ヒートバースト,,ヒート発動可能状態でij,16,16 - 16,2,1,中,8,3,,,,ジャガースプリント中も使用可,ヒート状態の残り時間を消費する,ijbabaで攻撃をキャンセル,,
01725,7,140,001,エルボーインパクト,,forplp,15,15 - 16,D,-9,中上,6,5,,,,,,,,
01726,8,140,001,ショルダータックル,,foij,20,20 - 24,D,-9,中,6,5,,,,,,,,
01727,9,140,001,マッスルアーマー～エメラルドエルボー,,bcwprp,15,15 - 16,8,,中,5,3,,,,正面地上ヒット時投げへ(ヒートダッシュ発動時は移行しない),投げ成立時ヒート発動,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,,
01728,10,140,001,ラピッドキングオンスロート,,ジャガースプリント(fowkなど)中にwl(orwr),23,23 - 23,D,,投げ(上),1,5,,,,投げ抜け不能,ヒート状態持続中はヒート状態の残り時間回復,ヒートダッシュ不能,,
01729,11,140,001,フリーダム・フェイスバスター,,(相手しゃがみ中に)接近してcruk,12,12 - 13,D,,投げ(中),5,,,,,orbcuk,投げ抜け不能,ヒート状態持続中はヒート状態の残り時間回復,ヒートダッシュ不能,
01730,12,140,001,シャイニングウィザード,,ヒート状態で相手に接近してfofodkwr,10,10 - 10,D,,投げ(上),1,,,,,投げ抜けwp,素早く入力でパワーアップ,ヒート状態の残り時間回復,,
01731,13,140,001,マッスルバスター,,ヒート状態で相手に接近してcrbcbawp,11,11 - 11,D,,投げ(上),1,7,,,,投げ抜けwp,ヒート状態の残り時間回復,,,
01732,14,140,001,ジャイアントスイング,,ヒート状態で相手に接近してfobabccrfcfolp,10,10 - 10,D,,投げ(上),1,,,,,投げ抜けlp,やられ側横転受け身でダメージ軽減可,素早く入力でパワーアップ,ヒート状態の残り時間回復,
01733,15,140,001,ダウンバースト,,ヒート状態で相手に接近してfobabccrfcforp,12,12 - 14,D,,投げ(上),1,,,,,投げ抜けrp,素早く入力でパワーアップ,ヒート状態の残り時間回復,,
01734,16,140,001,ウルティモ・ハグワール,,ヒート状態でij,17,17 - 18,D,12,中中,7,,,,,ジャガースプリント中も使用可,ヒートスマッシュ,ヒット時投げへ,ガード時ジャガースプリントへ(ahで移行しない),
01735,17,140,002,アンガー・オブ・ザ・ビースト,,レイジ状態でfcwp,20,20 - 20,D,-15,中,3,4,,,,レイジアーツ,ヒット時相手の回復可能ゲージを消す,,,
01736,18,140,003,掌底,しょうてい,lprp,10,10 - 10,8,-3,上上,,,,,,,,,,
01737,19,140,003,掌底～投げ掴み,しょうてい～なげつかみ,lprpwr,10,10 - 10,D,-6,上上 投げ(上),2,,,,,投げ抜けrp,,,,
01738,20,140,003,掌底～下段投げ掴み,しょうてい～げだんなげつかみ,lprpcrwr,10,10 - 10,D,,上上 投げ(中),7,,,,,投げ抜け不能,,,,
01739,21,140,003,掌底アッパー,しょうていアッパー,lprprlp,10,10 - 10,5,-4,上上中,,,,,,,,,,
01740,22,140,003,掌底アッパー～投げ掴み,しょうていアッパー～なげつかみ,lprplpwr,10,10 - 10,D,-3,上上中 投げ(上),2,,,,,投げ抜けrp,,,,
01741,23,140,003,掌底アッパー～下段投げ掴み,しょうていアッパー～げだんなげつかみ,lprplpcrwr,10,10 - 10,D,,上上中 投げ(中),7,,,,,投げ抜け不能,,,,
01742,24,140,003,ライトストレート～レフトアッパー,,rplp,10,10 - 10,8,-3,上中,,,,,,,,,,
01743,25,140,003,スタンピードクラッシュ,,lkrprp,15,15 - 16,D,,上中中,1,,,,,ヒット時ジャガースプリントへ(ahで移行しない),2段目ヒット時KS,,,
01744,26,140,003,スタンピードクラッシュ,,lkrprpホールド,15,15 - 16,D,,上中中,1,,,,,ヒット or ガード時ジャガースプリントへ(ahで移行しない),2段目ヒット時KS,,,
01745,27,140,003,ブルータルサイクロン,,wplp,18,18 - 20,D,-13,中中,6,,,,,wplpahでキャンセル,,,,
01746,28,140,003,ブルータルスティング,,wplk,18,18 - 20,D,-3,中上,6,2,,,,,,,,
01747,29,140,003,ジャガーステップ,,wk,,,,,,,,,,,ジャガーステップへ,wkホールドで回転継続(派生する打撃技がパワーアップ),,,
01748,30,140,003,エルボーインパクト,,forplp,15,15 - 16,D,-9,中上,6,5,,,,,,,,
01749,31,140,003,ジャガースマッシュコンボ,,forpcrlprp,15,15 - 16,浮,-15,中中中,,,,,,2発目空中ヒット時FB,2発目ヒット or ガード時KS,,,
01750,32,140,003,トゥーキック,,folk,15,15 - 16,1,-8,中,,,,,,,,,,
01751,33,140,003,トゥーキック～DDT,,folk正面地上ヒット時wp,15,15 - 16,D,,中 投げ,,,,,,,,,,
01752,34,140,003,ローリングソバット,,fork,18,18 - 20,D,-9,中,6,1,,,,,,,,
01753,35,140,003,シャドーラリアット,,fowp,16,16 - 17,D,0,上,,,,,,,,,,
01754,36,140,003,ジャガースプリント,,fowk,,,,,,,,,,,ジャガースプリントへ,ahでキャンセル,ヒート状態持続中はパワークラッシュ(ヒート状態の残り時間を消費する),,
01755,37,140,003,マッスルインパクト,,fouk,17,17 - 19,7,3,中,,,,,,,,,,
01756,38,140,003,ショルダータックル,,foij,20,20 - 24,D,-9,中,6,5,,,,,,,,
01757,39,140,003,エルボーフック,,fclprp,14,14 - 15,5,-10,中中,,,,,,,,,,
01758,40,140,003,ダブルフックインパクト,,fcrplp,13,13 - 13,D,-4,中上,,,,,,,,,,
01759,41,140,003,ミドルキック～延髄切り,ミドルキック～えんずいぎり,fclkヒット or ガード時rk,14,14 - 14,D,,中上,,,,,,,,,,
01760,42,140,003,シューティングキックコンビネーション,,fcrklkrk,14,14 - 15,D,-15,中上中,6,,,,,fcrklkrkahで背向けへ,,,,
01761,43,140,003,シューティングキックロードロップ,,fcrklkcrrk,14,14 - 15,D,-10,中上下,,,,,,,,,,
01762,44,140,003,フランケンシュタイナー,,fcwk,28,28 - 35,D,-18,特殊中段 投げ,,,,,,近距離正面立ち状態ヒット時または近距離たちガード時に投げへ,,,,
01763,45,140,003,レフトストレート～ライトアッパー,,crlprp,10,10 - 10,5,-11,特殊下段 中,,,,,,or しゃがんだ状態でlprp,,,,
01764,46,140,003,ストンピング,,crlk,17,17 - 17,1,-12,下,,,,,,,,,,
01765,47,140,003,アトラスハンマー,,crwp,23,23 - 23,浮,-24,中,2,,,,,,,,,
01766,48,140,003,アリキック,,crwkrkrk,16,16 - 16,-9,-25,下下下,,,,,,or しゃがんだ状態でfcrkrkrkor 走り中に(2歩以上)dkrkrkrk,,,,
01767,49,140,003,アリキック・モア,,crwkrkrkrk(カウンターヒット),16,16 - 16,15,-29,下下下下下,,,,,,or しゃがんだ状態でfcrkrkrkrk(カウンターヒット),,,,
01768,50,140,003,スピニングスマッシュ,,アリキック中にrp,28,28 - 28,D,-15,中,6,,,,,,,,,
01769,51,140,003,フラッシングエルボー,,crij,30,30 - 35,0,-8,中,8,,,,,空中ヒット時FB,,,,
01770,52,140,003,脳天唐竹割り,のうてんからたけわり,bcrp,25,25 - 26,崩,-5,中,,,,,,空中ヒット時FB,ガード時KS,,,
01771,53,140,003,シットスマッシュ,,bclk,23,23 - 23,4,-14,下,8,,,,,,,,,
01772,54,140,003,ロードロップキック,,bcrk,29,29 - 31,-3,-17,下,,,,,,or 相手に背を向けてbcrkor 相手に背を向けてcrrkor 相手に背を向けてfcrk,,,,
01773,55,140,003,マッスルアーマー～エメラルドエルボー,,bcwprp,15,15 - 16,35,-9,中,5,3,,,,正面地上ヒット時投げへ(ヒートダッシュ発動時は移行しない),投げ成立時ヒート発動,投げ中にwkでジャガースプリントへ,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,
01774,56,140,003,マッスルアーマー～ジャガースプリント,,bcwpwk,,,,,,,,,,,ジャガースプリントへ,ahでキャンセル,,,
01775,57,140,003,スプリントフック～クロスアッパー,,balprp,12,12 - 12,5,-13,上上,,,,,,,,,,
01776,58,140,003,スプリントフック～ニールキック,,balprk,12,12 - 12,D,-10,上中,,,,,,空中ヒット時FB,,,,
01777,59,140,003,アメリカンジャブ～スピニングバックエルボー,,barplp,14,14 - 14,D,2,上上,6,,,,,,,,,
01778,60,140,003,アメリカンジャブ～オリンピアスラム,,barprk,14,14 - 14,D,-8,上中 投げ,,,,,,正面地上ヒット時投げへ,,,,
01779,61,140,003,アメリカンジャブ～ヘッドバット,,barpwp,14,14 - 14,崩,2,上上,,,,,,ガード時KS,,,,
01780,62,140,003,トラースキック,,balk,16,16 - 18,D,-10,上,6,2,3,,,相手の攻撃を受け止めるとパワーアップかつガード時削りダメージ追加,,,,
01781,63,140,003,ギロチンドロップ,,balk正面地上ヒット時wp,16,16 - 18,D,,上 投げ,,,,,,,,,,
01782,64,140,003,893・K,,bark,17,17 - 21,14,2,上,6,8,,,,,,,,
01783,65,140,003,リバースジャガーステップ,,bawk,,,,,,,,,,,ジャガーステップへ,,,,
01784,66,140,003,ナックルボム,,juwp,35,35 - 36,崩,2,中,,,,,,orbjwp,空中ヒット時FB,ガード時KS,,
